ubigeo_departamento,departamento,ubigeo_provincia,provincia,ubigeo_distrito,distrito,total_asistentes,pct_total_asistentes,total_ausentes,pct_total_ausentes,electores_habiles,date_upd,hour_upd,pct_avance
040000,AREQUIPA,040800,LA UNION,040806,PUYCA,1207,59.429,824,40.571,2031,2021-04-16,16:55,96.166
040000,AREQUIPA,040800,LA UNION,040807,QUECHUALLA,211,58.287,151,41.713,362,2021-04-16,16:55,96.166
040000,AREQUIPA,040800,LA UNION,040808,SAYLA,199,58.187,143,41.813,342,2021-04-16,16:55,96.166
040000,AREQUIPA,040800,LA UNION,040809,TAURIA,163,63.424,94,36.576,257,2021-04-16,16:55,96.166
040000,AREQUIPA,040800,LA UNION,040810,TOMEPAMPA,347,59.622,235,40.378,582,2021-04-16,16:55,96.166
040000,AREQUIPA,040800,LA UNION,040811,TORO,260,50.388,256,49.612,516,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050111,ACOCRO,4635,71.994,1803,28.006,6438,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050102,ACOS VINCHOS,2952,75.287,969,24.713,3921,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050116,ANDRES AVELINO CACERES DORREGARAY,10287,77.991,2903,22.009,13190,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050101,AYACUCHO,56929,74.808,19171,25.192,76100,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050103,CARMEN ALTO,14764,78.973,3931,21.027,18695,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050104,CHIARA,3453,76.733,1047,23.267,4500,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050115,JESUS NAZARENO,10506,75.834,3348,24.166,13854,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050113,OCROS,2725,58.401,1941,41.599,4666,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050114,PACAYCASA,1969,80.929,464,19.071,2433,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050105,QUINUA,3594,73.227,1314,26.773,4908,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050106,SAN JOSE DE TICLLAS,1226,65.949,633,34.051,1859,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050107,SAN JUAN BAUTISTA,26925,77.498,7818,22.502,34743,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050108,SANTIAGO DE PISCHA,840,65.319,446,34.681,1286,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050112,SOCOS,4592,78.295,1273,21.705,5865,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050110,TAMBILLO,3683,79.375,957,20.625,4640,2021-04-16,16:55,96.166
050000,AYACUCHO,050100,HUAMANGA,050109,VINCHOS,9832,74.474,3370,25.526,13202,2021-04-16,16:55,96.166
050000,AYACUCHO,050200,CANGALLO,050201,CANGALLO,2879,62.007,1764,37.993,4643,2021-04-16,16:55,96.166
050000,AYACUCHO,050200,CANGALLO,050204,CHUSCHI,4026,70.768,1663,29.232,5689,2021-04-16,16:55,96.166
050000,AYACUCHO,050200,CANGALLO,050206,LOS MOROCHUCOS,4952,75.19,1634,24.81,6586,2021-04-16,16:55,96.166
050000,AYACUCHO,050200,CANGALLO,050211,MARIA PARADO DE BELLIDO,1104,65.832,573,34.168,1677,2021-04-16,16:55,96.166
050000,AYACUCHO,050200,CANGALLO,050207,PARAS,2328,58.492,1652,41.508,3980,2021-04-16,16:55,96.166
050000,AYACUCHO,050200,CANGALLO,050208,TOTOS,1787,60.99,1143,39.01,2930,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050302,AYAHUANCO,752,44.735,929,55.265,1681,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050310,CANAYRE,1347,70.156,573,29.844,1920,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050313,CHACA,1011,74.613,344,25.387,1355,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050303,HUAMANGUILLA,2623,69.854,1132,30.146,3755,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050301,HUANTA,19950,65.552,10484,34.448,30434,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050304,IGUAIN,1985,67.22,968,32.78,2953,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050309,LLOCHEGUA,3685,57.318,2744,42.682,6429,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050305,LURICOCHA,3373,61.743,2090,38.257,5463,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050312,PUCACOLPA,872,49.377,894,50.623,1766,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050307,SANTILLANA,2218,59.052,1538,40.948,3756,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050308,SIVIA,4568,64.275,2539,35.725,7107,2021-04-16,16:55,96.166
050000,AYACUCHO,050300,HUANTA,050311,UCHURACCAY,1759,70.614,732,29.386,2491,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050410,ANCHIHUAY,2181,77.45,635,22.55,2816,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050402,ANCO,3610,51.557,3392,48.443,7002,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050403,AYNA,4776,67.032,2349,32.968,7125,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050404,CHILCAS,994,65.223,530,34.777,1524,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050405,CHUNGUI,1549,46.184,1805,53.816,3354,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050407,LUIS CARRANZA,682,63.918,385,36.082,1067,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050411,ORONCCOY,190,28.19,484,71.81,674,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050409,SAMUGARI,4205,68.053,1974,31.947,6179,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050401,SAN MIGUEL,5805,60.324,3818,39.676,9623,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050408,SANTA ROSA,5824,69.715,2530,30.285,8354,2021-04-16,16:55,96.166
050000,AYACUCHO,050400,LA MAR,050406,TAMBO,5869,64.332,3254,35.668,9123,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050502,AUCARA,1041,54.332,875,45.668,1916,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050503,CABANA,566,67.622,271,32.378,837,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050504,CARMEN SALCEDO,591,63.617,338,36.383,929,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050506,CHAVIÑA,1003,62.727,596,37.273,1599,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050508,CHIPAO,1197,59.082,829,40.918,2026,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050510,HUAC-HUAS,645,53.571,559,46.429,1204,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050511,LARAMATE,744,61.692,462,38.308,1206,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050512,LEONCIO PRADO,456,55.006,373,44.994,829,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050514,LLAUTA,574,60.805,370,39.195,944,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050513,LUCANAS,1406,65.732,733,34.268,2139,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050516,OCAÑA,1060,53.698,914,46.302,1974,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050517,OTOCA,676,53.228,594,46.772,1270,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050501,PUQUIO,6699,68.329,3105,31.671,9804,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050529,SAISA,189,57.798,138,42.202,327,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050532,SAN CRISTOBAL,887,61.812,548,38.188,1435,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050521,SAN JUAN,341,64.34,189,35.66,530,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050522,SAN PEDRO,1373,57.981,995,42.019,2368,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050531,SAN PEDRO DE PALCO,555,56.691,424,43.309,979,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050520,SANCOS,1213,55.54,971,44.46,2184,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050524,SANTA ANA DE HUAYCAHUACHO,294,66.667,147,33.333,441,2021-04-16,16:55,96.166
050000,AYACUCHO,050500,LUCANAS,050525,SANTA LUCIA,382,52.909,340,47.091,722,2021-04-16,16:55,96.166
050000,AYACUCHO,050600,PARINACOCHAS,050605,CHUMPI,1043,59.027,724,40.973,1767,2021-04-16,16:55,96.166
050000,AYACUCHO,050600,PARINACOCHAS,050601,CORACORA,5709,69.929,2455,30.071,8164,2021-04-16,16:55,96.166
050000,AYACUCHO,050600,PARINACOCHAS,050604,CORONEL CASTAÑEDA,346,47.011,390,52.989,736,2021-04-16,16:55,96.166
050000,AYACUCHO,050600,PARINACOCHAS,050608,PACAPAUSA,320,51.78,298,48.22,618,2021-04-16,16:55,96.166
050000,AYACUCHO,050600,PARINACOCHAS,050611,PULLO,1567,49.432,1603,50.568,3170,2021-04-16,16:55,96.166
050000,AYACUCHO,050600,PARINACOCHAS,050612,PUYUSCA,960,55.879,758,44.121,1718,2021-04-16,16:55,96.166
050000,AYACUCHO,050600,PARINACOCHAS,050615,SAN FRANCISCO DE RAVACAYCO,332,45.17,403,54.83,735,2021-04-16,16:55,96.166
050000,AYACUCHO,050600,PARINACOCHAS,050616,UPAHUACHO,595,54.091,505,45.909,1100,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050702,ALCAMENCA,969,67.245,472,32.755,1441,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050703,APONGO,360,52.632,324,47.368,684,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050715,ASQUIPATA,195,47.445,216,52.555,411,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050704,CANARIA,1306,57.558,963,42.442,2269,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050706,CAYARA,583,59.188,402,40.812,985,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050707,COLCA,616,57.895,448,42.105,1064,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050708,HUALLA,1033,60.8,666,39.2,1699,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050709,HUAMANQUIQUIA,590,70.406,248,29.594,838,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050701,HUANCAPI,1068,68.418,493,31.582,1561,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050710,HUANCARAYLLA,860,66.256,438,33.744,1298,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050713,SARHUA,1490,65.208,795,34.792,2285,2021-04-16,16:55,96.166
050000,AYACUCHO,050700,VICTOR FAJARDO,050714,VILCANCHOS,1322,58.965,920,41.035,2242,2021-04-16,16:55,96.166
050000,AYACUCHO,050800,HUANCA SANCOS,050804,CARAPO,1177,63.622,673,36.378,1850,2021-04-16,16:55,96.166
050000,AYACUCHO,050800,HUANCA SANCOS,050802,SACSAMARCA,856,66.203,437,33.797,1293,2021-04-16,16:55,96.166
050000,AYACUCHO,050800,HUANCA SANCOS,050801,SANCOS,1801,73.691,643,26.309,2444,2021-04-16,16:55,96.166
050000,AYACUCHO,050800,HUANCA SANCOS,050803,SANTIAGO DE LUCANAMARCA,1256,63.306,728,36.694,1984,2021-04-16,16:55,96.166
050000,AYACUCHO,050900,VILCAS HUAMAN,050903,ACCOMARCA,522,50.386,514,49.614,1036,2021-04-16,16:55,96.166
050000,AYACUCHO,050900,VILCAS HUAMAN,050904,CARHUANCA,465,63.611,266,36.389,731,2021-04-16,16:55,96.166
050000,AYACUCHO,050900,VILCAS HUAMAN,050905,CONCEPCION,964,48.835,1010,51.165,1974,2021-04-16,16:55,96.166
050000,AYACUCHO,050900,VILCAS HUAMAN,050906,HUAMBALPA,958,63.36,554,36.64,1512,2021-04-16,16:55,96.166
050000,AYACUCHO,050900,VILCAS HUAMAN,050908,INDEPENDENCIA,596,54.429,499,45.571,1095,2021-04-16,16:55,96.166
050000,AYACUCHO,050900,VILCAS HUAMAN,050907,SAURAMA,588,60.996,376,39.004,964,2021-04-16,16:55,96.166
050000,AYACUCHO,050900,VILCAS HUAMAN,050901,VILCAS HUAMAN,3336,64.928,1802,35.072,5138,2021-04-16,16:55,96.166
050000,AYACUCHO,050900,VILCAS HUAMAN,050902,VISCHONGO,1883,65.656,985,34.344,2868,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051002,COLTA,214,62.209,130,37.791,344,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051003,CORCULLA,98,61.635,61,38.365,159,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051004,LAMPA,1001,70.246,424,29.754,1425,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051005,MARCABAMBA,271,62.877,160,37.123,431,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051006,OYOLO,474,60.459,310,39.541,784,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051007,PARARCA,233,65.634,122,34.366,355,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051001,PAUSA,1298,69.227,577,30.773,1875,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051008,SAN JAVIER DE ALPABAMBA,258,50,258,50,516,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051009,SAN JOSE DE USHUA,102,64.557,56,35.443,158,2021-04-16,16:55,96.166
050000,AYACUCHO,051000,PAUCAR DEL SARA SARA,051010,SARA SARA,271,59.956,181,40.044,452,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051102,BELEN,128,54.701,106,45.299,234,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051103,CHALCOS,249,61.029,159,38.971,408,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051110,CHILCAYOC,294,61.895,181,38.105,475,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051109,HUACAÑA,211,61.877,130,38.123,341,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051111,MORCOLLA,517,47.826,564,52.174,1081,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051105,PAICO,265,50.38,261,49.62,526,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051101,QUEROBAMBA,1136,62.144,692,37.856,1828,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051107,SAN PEDRO DE LARCAY,382,60.731,247,39.269,629,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051104,SAN SALVADOR DE QUIJE,449,46.051,526,53.949,975,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051106,SANTIAGO DE PAUCARAY,309,57.435,229,42.565,538,2021-04-16,16:55,96.166
050000,AYACUCHO,051100,SUCRE,051108,SORAS,427,63.447,246,36.553,673,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060102,ASUNCION,3042,43.77,3908,56.23,6950,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060101,CAJAMARCA,116691,72.375,44539,27.625,161230,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060104,CHETILLA,2158,69.145,963,30.855,3121,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060103,COSPAN,2724,49.954,2729,50.046,5453,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060105,ENCAÑADA,14356,61.949,8818,38.051,23174,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060106,JESUS,7087,61.418,4452,38.582,11539,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060108,LLACANORA,3347,79.107,884,20.893,4231,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060107,LOS BAÑOS DEL INCA,23551,77.816,6714,22.184,30265,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060109,MAGDALENA,4953,67.178,2420,32.822,7373,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060110,MATARA,2205,65.179,1178,34.821,3383,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060111,NAMORA,5608,69.57,2453,30.43,8061,2021-04-16,16:55,96.166
060000,CAJAMARCA,060100,CAJAMARCA,060112,SAN JUAN,2652,66.366,1344,33.634,3996,2021-04-16,16:55,96.166
060000,CAJAMARCA,060200,CAJABAMBA,060202,CACHACHI,5387,38.476,8614,61.524,14001,2021-04-16,16:55,96.166
060000,CAJAMARCA,060200,CAJABAMBA,060201,CAJABAMBA,16156,63.631,9234,36.369,25390,2021-04-16,16:55,96.166
060000,CAJAMARCA,060200,CAJABAMBA,060203,CONDEBAMBA,5115,59.401,3496,40.599,8611,2021-04-16,16:55,96.166
060000,CAJAMARCA,060200,CAJABAMBA,060205,SITACOCHA,2573,48.129,2773,51.871,5346,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060301,CELENDIN,12223,64.085,6850,35.915,19073,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060303,CHUMUCH,544,32.057,1153,67.943,1697,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060302,CORTEGANA,2566,45.002,3136,54.998,5702,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060304,HUASMIN,4622,49.191,4774,50.809,9396,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060305,JORGE CHAVEZ,264,58.797,185,41.203,449,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060306,JOSE GALVEZ,1318,62.882,778,37.118,2096,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060312,LA LIBERTAD DE PALLAN,2661,52.945,2365,47.055,5026,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060307,MIGUEL IGLESIAS,1129,34.932,2103,65.068,3232,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060308,OXAMARCA,2122,51.096,2031,48.904,4153,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060309,SOROCHUCO,3957,53.8,3398,46.2,7355,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060310,SUCRE,2235,57.485,1653,42.515,3888,2021-04-16,16:55,96.166
060000,CAJAMARCA,060300,CELENDIN,060311,UTCO,508,49.609,516,50.391,1024,2021-04-16,16:55,96.166
060000,CAJAMARCA,060400,CONTUMAZA,060403,CHILETE,1430,58.848,1000,41.152,2430,2021-04-16,16:55,96.166
060000,CAJAMARCA,060400,CONTUMAZA,060401,CONTUMAZA,2149,40.501,3157,59.499,5306,2021-04-16,16:55,96.166
060000,CAJAMARCA,060400,CONTUMAZA,060406,CUPISNIQUE,399,39.544,610,60.456,1009,2021-04-16,16:55,96.166
060000,CAJAMARCA,060400,CONTUMAZA,060404,GUZMANGO,1009,48.697,1063,51.303,2072,2021-04-16,16:55,96.166
060000,CAJAMARCA,060400,CONTUMAZA,060405,SAN BENITO,1493,61.138,949,38.862,2442,2021-04-16,16:55,96.166
060000,CAJAMARCA,060400,CONTUMAZA,060409,SANTA CRUZ DE TOLED,372,40.745,541,59.255,913,2021-04-16,16:55,96.166
060000,CAJAMARCA,060400,CONTUMAZA,060407,TANTARICA,885,44.81,1090,55.19,1975,2021-04-16,16:55,96.166
060000,CAJAMARCA,060400,CONTUMAZA,060408,YONAN,2968,62.802,1758,37.198,4726,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060502,CALLAYUC,2437,40.93,3517,59.07,5954,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060504,CHOROS,1190,44.436,1488,55.564,2678,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060503,CUJILLO,827,40.263,1227,59.737,2054,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060501,CUTERVO,25708,66.278,13080,33.722,38788,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060505,LA RAMADA,1458,46.671,1666,53.329,3124,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060506,PIMPINGOS,1707,45.63,2034,54.37,3741,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060507,QUEROCOTILLO,3284,34.821,6147,65.179,9431,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060508,SAN ANDRES DE CUTERVO,2030,54.643,1685,45.357,3715,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060509,SAN JUAN DE CUTERVO,901,48.363,962,51.637,1863,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060510,SAN LUIS DE LUCMA,1590,61.724,986,38.276,2576,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060511,SANTA CRUZ,1042,44.19,1316,55.81,2358,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060512,SANTO DOMINGO DE LA CAPILLA,2385,62.862,1409,37.138,3794,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060513,SANTO TOMAS,2954,54.063,2510,45.937,5464,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060514,SOCOTA,4481,59.731,3021,40.269,7502,2021-04-16,16:55,96.166
060000,CAJAMARCA,060500,CUTERVO,060515,TORIBIO CASANOVA,646,60.093,429,39.907,1075,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060602,ANGUIA,1431,51.999,1321,48.001,2752,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060605,CHADIN,1729,60.014,1152,39.986,2881,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060619,CHALAMARCA,5329,65.387,2821,34.613,8150,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060606,CHIGUIRIP,2220,63.194,1293,36.806,3513,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060607,CHIMBAN,713,36.583,1236,63.417,1949,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060618,CHOROPAMPA,869,38.934,1363,61.066,2232,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060601,CHOTA,26861,70.254,11373,29.746,38234,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060603,COCHABAMBA,2905,62.77,1723,37.23,4628,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060604,CONCHAN,2885,63.157,1683,36.843,4568,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060608,HUAMBOS,3750,59.562,2546,40.438,6296,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060609,LAJAS,6686,63.099,3910,36.901,10596,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060610,LLAMA,2593,55.513,2078,44.487,4671,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060611,MIRACOSTA,1114,43.533,1445,56.467,2559,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060612,PACCHA,2290,61.825,1414,38.175,3704,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060613,PION,629,53.305,551,46.695,1180,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060614,QUEROCOTO,2982,53.585,2583,46.415,5565,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060617,SAN JUAN DE LICUPIS,416,37.922,681,62.078,1097,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060615,TACABAMBA,6971,58.286,4989,41.714,11960,2021-04-16,16:55,96.166
060000,CAJAMARCA,060600,CHOTA,060616,TOCMOCHE,492,56.357,381,43.643,873,2021-04-16,16:55,96.166
060000,CAJAMARCA,060700,HUALGAYOC,060701,BAMBAMARCA,34493,66.561,17329,33.439,51822,2021-04-16,16:55,96.166
060000,CAJAMARCA,060700,HUALGAYOC,060702,CHUGUR,1711,62.038,1047,37.962,2758,2021-04-16,16:55,96.166
060000,CAJAMARCA,060700,HUALGAYOC,060703,HUALGAYOC,6780,56.14,5297,43.86,12077,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060802,BELLAVISTA,8455,68.673,3857,31.327,12312,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060804,CHONTALI,4878,60.657,3164,39.343,8042,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060803,COLASAY,4491,49.146,4647,50.854,9138,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060812,HUABAL,3697,51.605,3467,48.395,7164,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060801,JAEN,56706,70.928,23243,29.072,79949,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060811,LAS PIRIAS,3299,69.161,1471,30.839,4770,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060805,POMAHUACA,3871,55.261,3134,44.739,7005,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060806,PUCARA,4155,63.513,2387,36.487,6542,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060807,SALLIQUE,2524,45.991,2964,54.009,5488,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060808,SAN FELIPE,1896,50.292,1874,49.708,3770,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060809,SAN JOSE DEL ALTO,3245,54.529,2706,45.471,5951,2021-04-16,16:55,96.166
060000,CAJAMARCA,060800,JAEN,060810,SANTA ROSA,5536,63.096,3238,36.904,8774,2021-04-16,16:55,96.166
060000,CAJAMARCA,060900,SANTA CRUZ,060910,ANDABAMBA,793,54.993,649,45.007,1442,2021-04-16,16:55,96.166
060000,CAJAMARCA,060900,SANTA CRUZ,060902,CATACHE,3060,45.502,3665,54.498,6725,2021-04-16,16:55,96.166
060000,CAJAMARCA,060900,SANTA CRUZ,060903,CHANCAYBAÑOS,1978,60.36,1299,39.64,3277,2021-04-16,16:55,96.166
